ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp,GF3_1,GF4_1,GF5_1,GF6_1,GF7_1,GF8_1,AvgWT,GfKoC1M1,GfKoC1M2,GfKoC1M3,GfKoC4F1,GfKoC4F2,GfKoC4F3,AvgKO,KO.WT,ttest2,pttest2,cgi.shore,in.gene
SmaI_mm9_160909,chr19,6341527,277,1,NM_009006,Map4k2,6341250,6353527,+,633,NM_008583,Men1,6335039,6340894,+,Y,N,N,N,-44,CpG_End,CpG: 37,chr19,6341254,6341571,71.7,0.91,0,0,0,0,0,0,0,0,0.73,1.44,0.62,0,0.74,0.588333333,0.588333333,0.023680019,1.625617959,0,1
SmaI_mm9_16093,chr2,75826425,-6401,0,NM_030188,Ttc30a1,75820024,75817163,-,2764,NM_001081033,Pde11a,76176710,75829189,-,N,N,N,N,6553,CpG_End,CpG: 23,chr2,75819605,75819872,60.4,0.94,62.02,66.34,65.95,66.76,67.93,64.63,65.605,76.07,65.83,73.7,62.76,69.11,70.03,69.58333333,3.978333333,0.096675605,1.0146831,0,0
SmaI_mm9_16094,chr2,75826780,-6756,0,NM_030188,Ttc30a1,75820024,75817163,-,2409,NM_001081033,Pde11a,76176710,75829189,-,N,N,N,N,6908,CpG_End,CpG: 23,chr2,75819605,75819872,60.4,0.94,25.17,21.81,27.07,27.7,24.07,22.95,24.795,30.78,25.17,29.07,20.78,27.51,23.53,26.14,1.345,0.467342518,0.330364705,0,0
SmaI_mm9_160959,chr19,6565433,-22363,0,NM_009203,Slc22a12,6543070,6535856,-,-29577,NM_009203,Slc22a12,6543070,6535856,-,N,N,N,N,33431,CpG_End,CpG: 78,chr19,6531060,6532002,62.9,0.87,94.34,92.38,94.91,91.57,93.92,95.2,93.72,84.09,93.15,93.85,94.28,96.21,95.15,92.78833333,-0.931666667,0.632248141,0.199112439,0,0
SmaI_mm9_160960,chr19,6565685,-22615,0,NM_009203,Slc22a12,6543070,6535856,-,-29829,NM_009203,Slc22a12,6543070,6535856,-,N,N,N,N,33683,CpG_End,CpG: 78,chr19,6531060,6532002,62.9,0.87,49.38,58.7,46.28,64.11,NA,65.38,56.77,55.32,51.37,71.07,51.08,56.73,53.93,56.58333333,-0.186666667,0.970008794,0.013224329,0,0
SmaI_mm9_160985,chr19,6927686,5015,0,NM_001081291,Ccdc88b,6932701,6919113,-,-8573,NM_001081291,Ccdc88b,6932701,6919113,-,N,N,N,N,-2201,CpG_Start,CpG: 25,chr19,6929887,6930159,65.9,0.87,NA,93.63,96.08,98.11,NA,94.12,95.485,98.26,94.85,98.75,94.7,95.24,95.32,96.18666667,0.701666667,0.584121311,0.233496949,0,1
SmaI_mm9_160999,chr19,7016125,-128,1,NM_001177362,Gpr137,7015997,7012560,-,-3565,NM_001177360,Gpr137,7015683,7012560,-,Y,N,N,N,442,CpG_Start,CpG: 96,chr19,7015683,7016671,66.6,0.88,0,0,0,0,0,0,0,0,0.22,0.39,0,0.23,0.23,0.178333333,0.178333333,0.016546092,1.78130456,0,0
SmaI_mm9_161000,chr19,7016398,53,1,NM_007522,Bad,7016345,7026383,+,-3838,NM_001177360,Gpr137,7015683,7012560,-,Y,N,N,N,-273,CpG_End,CpG: 96,chr19,7015683,7016671,66.6,0.88,0,0,0,0,0,0.25,0.041666667,0.25,0.11,0.19,0.39,0.23,0.12,0.215,0.173333333,0.014984327,1.824362764,0,1
SmaI_mm9_161008,chr19,7047863,-1675,0,NM_008889,Ppp1r14b,7049538,7051814,+,-3951,NM_008889,Ppp1r14b,7049538,7051814,+,N,N,N,N,-890,CpG_Start,CpG: 36,chr19,7048753,7049181,65.7,0.8,65.39,71.67,66.14,73.83,75.58,67.08,69.94833333,77.8,68.31,76.32,69.26,67.95,69.83,71.57833333,1.63,0.528267354,0.277146227,1,0
SmaI_mm9_161009,chr19,7048166,-1372,0,NM_008889,Ppp1r14b,7049538,7051814,+,-3648,NM_008889,Ppp1r14b,7049538,7051814,+,N,N,N,N,-587,CpG_Start,CpG: 36,chr19,7048753,7049181,65.7,0.8,48.23,62.78,57.01,63.54,65.94,57.94,59.24,71.78,61.34,70.7,65.15,56.41,63.16,64.75666667,5.516666667,0.148510686,0.828242294,1,0
SmaI_mm9_161014,chr19,7050164,626,0,NM_008889,Ppp1r14b,7049538,7051814,+,-1650,NM_008889,Ppp1r14b,7049538,7051814,+,Y,N,N,N,-17,CpG_End,CpG: 28,chr19,7049846,7050181,61.9,0.87,0,0,0,0,0,0,0,0.38,0.44,0.53,0.37,0.34,0.55,0.435,0.435,2.63E-07,6.580109129,0,1
SmaI_mm9_161020,chr19,7068138,-1376,0,NM_020566,Dnajc4,7066762,7062401,-,-629,NM_026675,Nudt22,7070527,7067509,-,N,N,N,N,5734,CpG_End,CpG: 63,chr19,7061743,7062404,64,0.95,97.86,96.91,97.74,97.2,97.36,96.9,97.32833333,97.41,96.72,96.79,95.48,97.28,96.9,96.76333333,-0.565,0.113396935,0.945398684,0,0
SmaI_mm9_161021,chr19,7068484,-1722,0,NM_020566,Dnajc4,7066762,7062401,-,-975,NM_026675,Nudt22,7070527,7067509,-,N,N,N,N,6080,CpG_End,CpG: 63,chr19,7061743,7062404,64,0.95,84.93,83.27,86.93,84.03,86.12,85.51,85.13166667,98.33,88.16,95.66,83.04,84.33,86.85,89.395,4.263333333,0.131586142,0.880789845,0,0
SmaI_mm9_161024,chr19,7070773,152,1,NM_153597,Trpt1,7070621,7073536,+,2675,NM_153795,Fermt3,7093959,7073448,-,N,N,N,N,8369,CpG_End,CpG: 63,chr19,7061743,7062404,64,0.95,0,0,0,0,0.48,0,0.08,0.91,0.58,0.35,0.87,0.74,0.87,0.72,0.64,0.000325581,3.487340827,0,1
SmaI_mm9_161025,chr19,7071007,386,1,NM_153597,Trpt1,7070621,7073536,+,2441,NM_153795,Fermt3,7093959,7073448,-,N,N,N,N,8603,CpG_End,CpG: 63,chr19,7061743,7062404,64,0.95,3.39,2.93,2.55,4.86,5.27,3.79,3.798333333,8.8,8.14,5.96,6.56,6.2,6.91,7.095,3.296666667,0.000416893,3.379974907,0,1
SmaI_mm9_161029,chr19,7114045,471,1,NM_016737,Stip1,7114516,7095186,-,-18859,NM_016737,Stip1,7114516,7095186,-,Y,N,N,N,39,CpG_Start,CpG: 56,chr19,7114006,7114441,69.5,1.12,0,0.18,0,0,0,0,0.03,0,0,0,0,0,0.07,0.011666667,-0.018333333,0.581544945,0.235416715,0,1
SmaI_mm9_161030,chr19,7114342,174,1,NM_016737,Stip1,7114516,7095186,-,-19156,NM_016737,Stip1,7114516,7095186,-,Y,GC_rich,Low_complexity,Low_complexity,-99,CpG_End,CpG: 56,chr19,7114006,7114441,69.5,1.12,0,0,0,0,0,0,0,0,0.15,0.13,0.09,0,0,0.061666667,0.061666667,0.057078415,1.243528097,0,1
SmaI_mm9_161048,chr19,7239885,40889,0,NM_134150,Otub1,7280774,7272696,-,-32667,NM_134147,Macrod1,7131258,7272552,+,N,GC_rich,Low_complexity,Low_complexity,67,CpG_End,CpG: 26,chr19,7239450,7239818,62.1,0.74,0.23,0,0,0.27,0,0.59,0.181666667,0,0.59,0,0.31,0,0.35,0.208333333,0.026666667,0.852021164,0.069549617,1,0
SmaI_mm9_161049,chr19,7240344,40430,0,NM_134150,Otub1,7280774,7272696,-,-32208,NM_134147,Macrod1,7131258,7272552,+,Y,GC_rich,Low_complexity,Low_complexity,283,CpG_Start,CpG: 66,chr19,7240061,7240720,55,1.35,0,0,0.38,0,0,0,0.063333333,1.36,0.58,2.65,0.32,0,0.54,0.908333333,0.845,0.060165609,1.220651684,0,0
SmaI_mm9_161058,chr19,7272161,8613,0,NM_134150,Otub1,7280774,7272696,-,-391,NM_134147,Macrod1,7131258,7272552,+,N,N,N,N,-8403,CpG_Start,CpG: 24,chr19,7280564,7280782,67.6,0.98,82.01,82.53,80.46,80.59,86.75,80.21,82.09166667,95.03,84.41,93.19,80.28,84.62,85.82,87.225,5.133333333,0.069766533,1.15635286,0,0
SmaI_mm9_161059,chr19,7272411,8363,0,NM_134150,Otub1,7280774,7272696,-,-141,NM_134147,Macrod1,7131258,7272552,+,N,N,N,N,-8153,CpG_Start,CpG: 24,chr19,7280564,7280782,67.6,0.98,76.38,78.95,81.54,79.63,86.84,80.98,80.72,90.8,75.09,88.15,74.54,77.35,75.21,80.19,-0.53,0.875861813,0.057564408,0,0
SmaI_mm9_16109,chr2,76208230,189,1,NM_153405,Rbm45,76208041,76221824,+,-13594,NM_153405,Rbm45,76208041,76221824,+,Y,N,N,N,-179,CpG_End,CpG: 40,chr2,76207969,76208409,62.6,0.93,0,0,0,0,0,0,0,0,0.23,0,0,0,0.09,0.053333333,0.053333333,0.193611377,0.713069126,0,1
SmaI_mm9_16110,chr2,76208563,522,0,NM_153405,Rbm45,76208041,76221824,+,-13261,NM_153405,Rbm45,76208041,76221824,+,N,N,N,N,154,CpG_End,CpG: 40,chr2,76207969,76208409,62.6,0.93,0.25,0.3,0,0.55,0,0,0.183333333,0.6,0.23,1.17,0.42,0.28,0.57,0.545,0.361666667,0.055091084,1.258918679,1,1
SmaI_mm9_161100,chr19,7568775,-153,1,NM_146091,Atl3,7568928,7613098,+,-44323,NM_146091,Atl3,7568928,7613098,+,Y,N,N,N,291,CpG_Start,CpG: 100,chr19,7568484,7569482,67.2,0.89,0,0,0,0.22,0,0.18,0.066666667,0.77,0.38,0.66,0.26,0.41,0.39,0.478333333,0.411666667,0.001005438,2.997644806,0,0
SmaI_mm9_161101,chr19,7569172,244,1,NM_146091,Atl3,7568928,7613098,+,-43926,NM_146091,Atl3,7568928,7613098,+,Y,N,N,N,-310,CpG_End,CpG: 100,chr19,7568484,7569482,67.2,0.89,0,0,0.21,0,0.2,0,0.068333333,1.67,0.58,2.14,0.43,1.74,1.1,1.276666667,1.208333333,0.00164125,2.784825239,0,1
SmaI_mm9_16114,chr2,76244349,-246,1,NM_145525,Osbpl6,76244595,76438704,+,22525,NM_153405,Rbm45,76208041,76221824,+,Y,N,N,N,182,CpG_Start,CpG: 141,chr2,76244167,76245594,66.7,0.89,0,0,0,0.72,0,0,0.12,2.27,0.31,0.86,0,1.04,1.2,0.946666667,0.826666667,0.03744197,1.426641311,0,0
SmaI_mm9_16115,chr2,76244798,203,1,NM_145525,Osbpl6,76244595,76438704,+,22974,NM_153405,Rbm45,76208041,76221824,+,Y,N,N,N,631,CpG_Start,CpG: 141,chr2,76244167,76245594,66.7,0.89,0.36,0,0,0,0.85,0,0.201666667,0.85,0.66,2.89,1.66,2.25,0.21,1.42,1.218333333,0.02042745,1.689785848,0,1
SmaI_mm9_161223,chr19,8912034,77,1,NM_001136064,Bscl2,8911957,8923172,+,-615,NM_010316,Gng3,8913736,8911419,-,Y,N,N,N,166,CpG_Start,CpG: 35,chr19,8911868,8912220,64.6,0.97,0,0.16,0,0.35,0.19,0.16,0.143333333,0,0,0,0.08,0,0.13,0.035,-0.108333333,0.093504625,1.029166906,0,1
SmaI_mm9_161224,chr19,8912365,408,1,NM_001136064,Bscl2,8911957,8923172,+,-946,NM_010316,Gng3,8913736,8911419,-,N,N,N,N,145,CpG_End,CpG: 35,chr19,8911868,8912220,64.6,0.97,0.35,1.6,1.88,0.54,0.38,0.31,0.843333333,0.84,0.66,0.46,2.59,1.43,1.23,1.201666667,0.358333333,0.41959374,0.377171,1,1
SmaI_mm9_161232,chr19,8972668,67,1,NM_008060,Ganab,8972601,8991155,+,289,NM_176843,Ints5,8967477,8972379,+,Y,N,N,N,241,CpG_Start,CpG: 52,chr19,8972427,8973001,64.3,0.88,0,0,0,0,NA,NA,0,0,0.53,0.58,0.18,1.21,0.74,0.54,0.54,0.038232946,1.417562232,0,1
SmaI_mm9_161236,chr19,9003878,-32,1,NM_009073,Rom1,9003846,9001872,-,-2006,NM_009073,Rom1,9003846,9001872,-,Y,N,N,N,7,CpG_Start,CpG: 69,chr19,9003871,9004556,67.6,0.88,0,0,0,0,0,0,0,0.2,0.33,0.35,0.42,0.65,0.44,0.398333333,0.398333333,6.70E-05,4.173901177,0,0
SmaI_mm9_161237,chr19,9004219,35,1,NM_144872,Eml3,9004184,9016072,+,-2347,NM_009073,Rom1,9003846,9001872,-,Y,N,N,N,-337,CpG_End,CpG: 69,chr19,9003871,9004556,67.6,0.88,0.1,0,0,0.11,0,0,0.035,2.39,1.1,0.6,0.78,0.58,1.2,1.108333333,1.073333333,0.003124434,2.505228591,0,1
SmaI_mm9_161251,chr19,9209866,190,1,NM_025610,Asrgl1,9210056,9186209,-,-23657,NM_025610,Asrgl1,9210056,9186209,-,N,N,N,N,145446,CpG_End,CpG: 64,chr19,9063726,9064420,64.2,0.89,0,0,0,0,0,0,0,0.17,0.39,0.43,0.57,0,0.26,0.303333333,0.303333333,0.004406551,2.355901241,0,1
SmaI_mm9_161252,chr19,9210141,-85,1,NM_025610,Asrgl1,9210056,9186209,-,-23932,NM_025610,Asrgl1,9210056,9186209,-,N,N,N,N,145721,CpG_End,CpG: 64,chr19,9063726,9064420,64.2,0.89,0,0,0,0.19,0,0,0.031666667,0.69,0.31,0.43,0.48,0.66,0.43,0.5,0.468333333,4.18E-05,4.378978201,0,0
SmaI_mm9_16126,chr2,76513163,-209,1,NM_031256,Plekha3,76513372,76535392,+,-12072,NM_010222,Fkbp7,76511155,76501091,-,Y,N,N,N,45,CpG_Start,CpG: 78,chr2,76513118,76513847,63.6,1.08,0,0,0,0,0,0,0,0,0.07,0.14,0.13,0,0.2,0.09,0.09,0.021491503,1.667733221,0,0
SmaI_mm9_16127,chr2,76513470,98,1,NM_031256,Plekha3,76513372,76535392,+,-12379,NM_010222,Fkbp7,76511155,76501091,-,Y,N,N,N,352,CpG_Start,CpG: 78,chr2,76513118,76513847,63.6,1.08,0,0,0.23,0,0.27,0,0.083333333,0.2,0.67,0.28,0.51,0.18,0.54,0.396666667,0.313333333,0.009838309,2.00707955,0,1
SmaI_mm9_161309,chr19,10115926,-112,1,NM_021890,Fads3,10116038,10134161,+,5850,NM_144538,Rab3il1,10092718,10110076,+,Y,N,N,N,200,CpG_Start,CpG: 81,chr19,10115726,10116538,71.7,0.79,0.27,0.24,0,0.23,0,0.22,0.16,0.9,1.03,0.23,0.43,1.08,0.3,0.661666667,0.501666667,0.012443439,1.905059576,0,0
SmaI_mm9_161310,chr19,10116255,217,1,NM_021890,Fads3,10116038,10134161,+,6179,NM_144538,Rab3il1,10092718,10110076,+,Y,N,N,N,-283,CpG_End,CpG: 81,chr19,10115726,10116538,71.7,0.79,0,0.47,0,0.46,0,0,0.155,1.86,0.93,1.2,1.52,0.85,0.72,1.18,1.025,0.000520241,3.283795728,0,1
SmaI_mm9_161336,chr19,10337514,-22276,0,NM_001033481,Gm98,10315238,10282762,-,-17759,NM_198114,Dagla,10379367,10319755,-,N,N,N,N,22145,CpG_End,CpG: 35,chr19,10315022,10315369,57.5,1.27,94.05,98.57,94.46,97.79,94.63,97.65,96.19166667,97.04,95.14,96.84,92.26,95.89,95.06,95.37166667,-0.82,0.467752378,0.329983996,0,0
SmaI_mm9_161337,chr19,10337735,-22497,0,NM_001033481,Gm98,10315238,10282762,-,-17980,NM_198114,Dagla,10379367,10319755,-,N,N,N,N,22366,CpG_End,CpG: 35,chr19,10315022,10315369,57.5,1.27,93.24,89.79,92.49,94.43,95.7,95.29,93.49,95.7,89.24,94.02,90.5,91.13,92.36,92.15833333,-1.331666667,0.336231396,0.473361737,0,0
SmaI_mm9_16134,chr2,76589158,75786,0,NM_031256,Plekha3,76513372,76535392,+,-47117,NM_028004,Ttn,76820604,76542041,-,N,N,N,N,75311,CpG_End,CpG: 78,chr2,76513118,76513847,63.6,1.08,93.62,90.91,95.22,94.2,94.81,93.64,93.73333333,99.04,94.2,98.56,93.83,96.37,96.07,96.345,2.611666667,0.035659561,1.447824005,0,0
SmaI_mm9_16135,chr2,76589461,76089,0,NM_031256,Plekha3,76513372,76535392,+,-47420,NM_028004,Ttn,76820604,76542041,-,N,N,N,N,75614,CpG_End,CpG: 78,chr2,76513118,76513847,63.6,1.08,99.73,99.23,99.25,99.44,99.63,99.56,99.47333333,99.26,99.92,99.59,98.42,99.38,99.39,99.32666667,-0.146666667,0.521590623,0.282670225,0,0
SmaI_mm9_161358,chr19,10463875,295,1,NM_173067,Syt7,10463580,10527671,+,-63796,NM_173068,Syt7,10463580,10527671,+,N,GC_rich,Low_complexity,Low_complexity,-28,CpG_Start,CpG: 40,chr19,10463903,10464258,72.8,0.86,0,0,0,0,0,0,0,0,0.07,0.13,0.07,0,0,0.045,0.045,0.068264358,1.165805992,1,1
SmaI_mm9_161359,chr19,10464174,594,0,NM_173067,Syt7,10463580,10527671,+,-63497,NM_173068,Syt7,10463580,10527671,+,Y,N,N,N,-84,CpG_End,CpG: 40,chr19,10463903,10464258,72.8,0.86,0.46,0.75,1.21,1.39,0,0.86,0.778333333,0.63,1.49,0,1.31,0.9,0.64,0.828333333,0.05,0.87121281,0.059875748,0,1
SmaI_mm9_161414,chr19,10955935,298,1,NM_134142,Tmem109,10956233,10945152,-,-10783,NM_134142,Tmem109,10956233,10945152,-,N,N,N,N,-214,CpG_Start,CpG: 36,chr19,10956149,10956557,57.7,1.09,0.17,0.12,0,0,0,0.28,0.095,0.86,0.22,0.56,0.25,0.52,0.52,0.488333333,0.393333333,0.004205344,2.376198435,1,1
SmaI_mm9_161415,chr19,10956217,16,1,NM_134142,Tmem109,10956233,10945152,-,-11065,NM_134142,Tmem109,10956233,10945152,-,Y,N,N,N,68,CpG_Start,CpG: 36,chr19,10956149,10956557,57.7,1.09,0,0.12,0,0,0,0.28,0.066666667,0.44,0.25,0.42,0.3,0.29,0.29,0.331666667,0.265,0.000887827,3.051671788,0,1
SmaI_mm9_161416,chr19,10956525,-292,1,NM_134142,Tmem109,10956233,10945152,-,-11373,NM_134142,Tmem109,10956233,10945152,-,Y,N,N,N,-32,CpG_End,CpG: 36,chr19,10956149,10956557,57.7,1.09,0.14,0,0.19,0,0,0,0.055,0.28,0.11,0.11,0.15,0.39,0.25,0.215,0.16,0.019696916,1.705601766,0,0
SmaI_mm9_161420,chr19,10994449,642,0,NM_009580,Zp1,10995091,10988787,-,-5662,NM_009580,Zp1,10995091,10988787,-,N,N,N,N,-20585,CpG_Start,CpG: 56,chr19,11015034,11015728,62.4,0.84,69.02,75.17,71.67,75.86,80.15,72.88,74.125,93.22,76.8,92.95,70.97,79.11,77.7,81.79166667,7.666666667,0.088471233,1.053197918,0,1
SmaI_mm9_161421,chr19,10994809,282,1,NM_009580,Zp1,10995091,10988787,-,-6022,NM_009580,Zp1,10995091,10988787,-,N,N,N,N,-20225,CpG_Start,CpG: 56,chr19,11015034,11015728,62.4,0.84,78.34,72.32,84.25,85.08,84.85,80.73,80.92833333,86.83,82.85,85.94,80.41,79.46,82.28,82.96166667,2.033333333,0.409761002,0.387469376,0,1
SmaI_mm9_161431,chr19,11119325,5731,0,NM_001177351,AW112010,11125056,11122103,-,2778,NM_001177351,AW112010,11125056,11122103,-,N,N,N,N,-47403,CpG_Start,CpG: 49,chr19,11166728,11166992,78.1,1.22,1.5,0.76,1.27,3.45,1.09,2.83,1.816666667,1.25,2.11,1.58,1.82,2.89,2.04,1.948333333,0.131666667,0.794949195,0.099660626,0,0
SmaI_mm9_161432,chr19,11119751,5305,0,NM_001177351,AW112010,11125056,11122103,-,2352,NM_001177351,AW112010,11125056,11122103,-,N,N,N,N,-46977,CpG_Start,CpG: 49,chr19,11166728,11166992,78.1,1.22,0.25,0,0,0,0,0,0.041666667,0.45,0.37,0,0,0,0.23,0.175,0.133333333,0.183072185,0.737377635,0,0
SmaI_mm9_161480,chr19,11986984,95,1,NM_172635,Patl1,11986889,12019585,+,15542,NM_146410,Olfr1420,11970513,11971442,+,Y,N,N,N,365,CpG_Start,CpG: 90,chr19,11986619,11987476,61.7,1.1,0,0,0,0,0,0,0,0,0.13,0,0.13,0,0,0.043333333,0.043333333,0.144927605,0.838848883,0,1
SmaI_mm9_161481,chr19,11987391,502,0,NM_172635,Patl1,11986889,12019585,+,15949,NM_146410,Olfr1420,11970513,11971442,+,Y,N,N,N,-85,CpG_End,CpG: 90,chr19,11986619,11987476,61.7,1.1,0.3,0,0.38,0,0,0,0.113333333,1.7,0.28,0,0.54,0.39,0.19,0.516666667,0.403333333,0.149680664,0.8248343,0,1
SmaI_mm9_161514,chr19,12575747,739,0,NM_172442,Dtx4,12576486,12540826,-,-34921,NM_172442,Dtx4,12576486,12540826,-,Y,N,N,N,249,CpG_Start,CpG: 103,chr19,12575498,12576290,74.7,0.95,0,0,0,0,0.26,0,0.043333333,0.15,0.26,0.12,0.63,0.26,0.5,0.32,0.276666667,0.014128771,1.849895621,0,1
SmaI_mm9_161515,chr19,12576017,469,1,NM_172442,Dtx4,12576486,12540826,-,-35191,NM_172442,Dtx4,12576486,12540826,-,Y,N,N,N,-273,CpG_End,CpG: 103,chr19,12575498,12576290,74.7,0.95,0,0,0.16,0.13,0,0,0.048333333,0.39,0.14,0.07,0.3,0.32,0.27,0.248333333,0.2,0.006145682,2.211429951,0,1
SmaI_mm9_161516,chr19,12576213,273,1,NM_172442,Dtx4,12576486,12540826,-,-35387,NM_172442,Dtx4,12576486,12540826,-,Y,N,N,N,-77,CpG_End,CpG: 103,chr19,12575498,12576290,74.7,0.95,0,0,0,0,NA,0,0,0,0,0,0.19,0,0,0.031666667,0.031666667,0.389283142,0.409734403,0,1
SmaI_mm9_161521,chr19,12670401,655,0,NR_015503,A330040F15Rik,12671056,12660358,-,6215,NM_026640,Fam111a,12648015,12664186,+,Y,N,N,N,55,CpG_Start,CpG: 45,chr19,12670346,12670833,69.3,0.79,0,0,0,0,0.13,0.12,0.041666667,1.29,0.86,1.41,0.9,0.5,0.46,0.903333333,0.861666667,0.00033973,3.468866719,0,1
SmaI_mm9_161522,chr19,12670796,260,1,NR_015503,A330040F15Rik,12671056,12660358,-,6610,NM_026640,Fam111a,12648015,12664186,+,Y,N,N,N,-37,CpG_End,CpG: 45,chr19,12670346,12670833,69.3,0.79,0.27,0,0,0.17,0.28,0,0.12,1.35,0.83,1.24,0.64,0.5,0.54,0.85,0.73,0.000996058,3.001715453,0,1
SmaI_mm9_16154,chr2,76893096,-72492,0,NM_011652,Ttn,76820604,76542041,-,-10068,NM_001025576,Ccdc141,77008693,76883028,-,N,N,N,N,-225081,CpG_Start,CpG: 73,chr2,77118177,77118971,54.5,1.24,94.54,93.75,95.02,97.62,97.31,94.96,95.53333333,99.86,95.97,99.14,93.82,95.93,98.15,97.145,1.611666667,0.185495394,0.731666869,0,0
SmaI_mm9_16155,chr2,76893353,-72749,0,NM_011652,Ttn,76820604,76542041,-,-10325,NM_001025576,Ccdc141,77008693,76883028,-,N,N,N,N,-224824,CpG_Start,CpG: 73,chr2,77118177,77118971,54.5,1.24,96.07,92.69,94.7,92.01,95.97,93,94.07333333,99.7,94,98.71,92.7,94.18,95.33,95.77,1.696666667,0.237363283,0.624586459,0,0
SmaI_mm9_161610,chr19,14671755,718,0,NM_011600,Tle4,14672473,14522562,-,-149193,NM_011600,Tle4,14672473,14522562,-,Y,N,N,N,351,CpG_Start,CpG: 211,chr19,14671404,14673596,59.5,1.09,0,0,0,0,NA,0,0,0,0,0,0.11,0,0.15,0.043333333,0.043333333,0.193451241,0.713428481,0,1
SmaI_mm9_161611,chr19,14671978,495,1,NM_011600,Tle4,14672473,14522562,-,-149416,NM_011600,Tle4,14672473,14522562,-,Y,N,N,N,574,CpG_Start,CpG: 211,chr19,14671404,14673596,59.5,1.09,0,0,0,0,NA,0,0,0,0.34,0.14,0.22,0.36,0.55,0.268333333,0.268333333,0.012683877,1.896747969,0,1
SmaI_mm9_161612,chr19,14672638,-165,1,NM_011600,Tle4,14672473,14522562,-,-150076,NM_011600,Tle4,14672473,14522562,-,Y,N,N,N,-958,CpG_End,CpG: 211,chr19,14671404,14673596,59.5,1.09,0,0,0,0,0,0,0,0.7,0.31,0.25,0.08,0.53,0.17,0.34,0.34,0.005045339,2.297109668,0,0
SmaI_mm9_161613,chr19,14672964,-491,1,NM_011600,Tle4,14672473,14522562,-,-150402,NM_011600,Tle4,14672473,14522562,-,Y,GC_rich,Low_complexity,Low_complexity,-632,CpG_End,CpG: 211,chr19,14671404,14673596,59.5,1.09,0,0,0,0.2,0,0,0.033333333,0.46,0.3,0.26,0.08,0.27,0.42,0.298333333,0.265,0.002082785,2.681355527,0,0
SmaI_mm9_161677,chr19,16207705,384,1,NM_008139,Gnaq,16207321,16461943,+,-37243,NR_033228,E030024N20Rik,16238588,16244948,+,Y,GC_rich,Low_complexity,Low_complexity,-522,CpG_End,CpG: 160,chr19,16206840,16208227,61.9,1.23,0,0,0,0,0,0,0,0,0,0,0.19,0.49,0.28,0.16,0.16,0.079127641,1.101671781,0,1
SmaI_mm9_161678,chr19,16208081,760,0,NM_008139,Gnaq,16207321,16461943,+,-36867,NR_033228,E030024N20Rik,16238588,16244948,+,Y,N,N,N,-146,CpG_End,CpG: 160,chr19,16206840,16208227,61.9,1.23,0,0,0.13,0,0,0.1,0.038333333,0,0,0,0.05,0.09,0.1,0.04,0.001666667,0.958364882,0.018469109,0,1
SmaI_mm9_161679,chr19,16208330,1009,0,NM_008139,Gnaq,16207321,16461943,+,-36618,NR_033228,E030024N20Rik,16238588,16244948,+,N,N,N,N,103,CpG_End,CpG: 160,chr19,16206840,16208227,61.9,1.23,0,0,0.22,0,0.27,0,0.081666667,0.48,0.17,0.62,0.49,0.2,0.42,0.396666667,0.315,0.005348587,2.271760934,1,1
SmaI_mm9_161705,chr19,16855022,395,1,NM_173028,Vps13a,16855417,16691164,-,91784,NM_008023,Foxb2,16948320,16946806,-,Y,GC_rich,Low_complexity,Low_complexity,273,CpG_Start,CpG: 112,chr19,16854749,16855732,66.4,1.04,0,0,0,0.17,0,0.25,0.07,0.57,0.2,0.62,0.53,0.36,0.36,0.44,0.37,0.000905656,3.043036803,0,1
SmaI_mm9_161706,chr19,16855301,116,1,NM_173028,Vps13a,16855417,16691164,-,91505,NM_008023,Foxb2,16948320,16946806,-,Y,N,N,N,-431,CpG_End,CpG: 112,chr19,16854749,16855732,66.4,1.04,0,0,0,0.16,0.2,0,0.06,0.57,0.47,0.6,0.52,0.44,0.4,0.5,0.44,4.71E-06,5.327024364,0,1
SmaI_mm9_161799,chr19,18816283,-8190,0,NM_153417,Trpm6,18824473,18967001,+,23365,NM_177640,D030056L22Rik,18787726,18792918,+,N,MTD,LTR,MaLR,-7904,CpG_Start,CpG: 31,chr19,18824187,18824502,60.8,1.08,34.03,32.31,35.2,42.78,40.15,35.3,36.62833333,50.62,36.76,54.91,31.38,38.47,34.73,41.145,4.516666667,0.304140615,0.516925581,0,0
SmaI_mm9_161800,chr19,18816555,-7918,0,NM_153417,Trpm6,18824473,18967001,+,23637,NM_177640,D030056L22Rik,18787726,18792918,+,N,N,N,N,-7632,CpG_Start,CpG: 31,chr19,18824187,18824502,60.8,1.08,89.71,89.67,90.37,91.6,90.7,91.13,90.53,83.6,92.76,84.21,92.62,91.7,91.59,89.41333333,-1.116666667,0.544987627,0.263613358,0,0
