ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp,GF3_1,GF4_1,GF5_1,GF6_1,GF7_1,GF8_1,SPFC1M1,SPFC1M2,SPFC2M1,SPFC2M2,SPFC3M1,SPFC3M2,AvgGF,AvgSPF,SPF.GF,ttest2,pttest2,cgi.shore,in.gene
SmaI_mm9_162489,chr19,30249400,508,0,NM_138595,Gldc,30249908,30172937,-,-64772,NM_010776,Mbl2,30307447,30314172,+,Y,N,N,N,35,CpG_Start,CpG: 47,chr19,30249365,30249962,64.7,0.75,0.93,1.25,1.02,1.7,2.15,2.19,2.92,2.46,2.32,4.08,1.21,1.55,1.54,2.423333333,0.883333333,0.092906022,1.031956135,0,1
SmaI_mm9_16249,chr2,78438451,-270753,0,NM_009454,Ube2e3,78709204,78760740,+,296064,NM_177843,Gm14461,78077704,78142387,+,N,N,N,N,84912,CpG_End,CpG: 38,chr2,78353012,78353539,60,0.8,96.56,94.53,91.72,90.32,91.42,94.19,86.35,89.46,92.78,89.24,90.15,84.74,93.12333333,88.78666667,-4.336666667,0.016631042,1.77908054,0,0
SmaI_mm9_162490,chr19,30249821,87,1,NM_138595,Gldc,30249908,30172937,-,-64351,NM_010776,Mbl2,30307447,30314172,+,Y,N,N,N,-141,CpG_End,CpG: 47,chr19,30249365,30249962,64.7,0.75,1.63,1.48,0.67,1.66,0.78,1.17,0.95,1.31,3.17,0.57,0.78,0.52,1.231666667,1.216666667,-0.015,0.973720026,0.011565898,0,1
SmaI_mm9_162586,chr19,32462328,616,0,NM_144792,Sgms1,32462944,32197218,-,-3345,NR_033198,2700046G09Rik,32463706,32465673,+,Y,N,N,N,364,CpG_Start,CpG: 212,chr19,32461964,32464322,66.4,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_162587,chr19,32462842,102,1,NM_144792,Sgms1,32462944,32197218,-,-2831,NR_033198,2700046G09Rik,32463706,32465673,+,Y,N,N,N,878,CpG_Start,CpG: 212,chr19,32461964,32464322,66.4,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_16265,chr2,78709781,577,0,NM_009454,Ube2e3,78709204,78760740,+,-50959,NM_009454,Ube2e3,78709204,78760740,+,Y,GC_rich,Low_complexity,Low_complexity,-392,CpG_End,CpG: 140,chr2,78708698,78710173,54.8,1.26,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,0,0,1
SmaI_mm9_162727,chr19,34952724,-317,1,NM_023792,Pank1,34952407,34885384,-,-57547,NR_029783,Mir107,34895263,34895177,-,N,N,N,N,-47,CpG_Start,CpG: 113,chr19,34952771,34953737,68.7,0.99,0,0,0,0,0.57,0,0,0,0,0,0.78,0,0.095,0.13,0.035,0.832287544,0.079726605,1,0
SmaI_mm9_162728,chr19,34953223,722,0,NM_001114339,Pank1,34953945,34885384,-,-58046,NR_029783,Mir107,34895263,34895177,-,Y,GC_rich,Low_complexity,Low_complexity,452,CpG_Start,CpG: 113,chr19,34952771,34953737,68.7,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_162799,chr19,36423362,-30195,0,NM_029508,Pcgf5,36453557,36530694,+,-107332,NM_029508,Pcgf5,36453557,36530694,+,Y,N,N,N,375,CpG_Start,CpG: 128,chr19,36422987,36424031,68.4,1.05,0,0,0,0,0,0,0.24,0.19,0,0,0,0,0,0.071666667,0.071666667,0.148569736,0.828069648,0,0
SmaI_mm9_162800,chr19,36423745,-29812,0,NM_029508,Pcgf5,36453557,36530694,+,-106949,NM_029508,Pcgf5,36453557,36530694,+,Y,N,N,N,-286,CpG_End,CpG: 128,chr19,36422987,36424031,68.4,1.05,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.033333333,0.033333333,0.340893132,0.467381748,0,0
SmaI_mm9_162828,chr19,36991581,2508,0,NM_028263,Fgfbp3,36994089,36992040,-,459,NM_028263,Fgfbp3,36994089,36992040,-,N,B1F,SINE,Alu,-1480,CpG_Start,CpG: 79,chr19,36993061,36993698,74.1,0.9,89.63,85.98,91.42,93.79,90.35,92.11,85.81,90.08,86.99,87.93,92.66,85.01,90.54666667,88.08,-2.466666667,0.152786639,0.815914623,1,0
SmaI_mm9_162829,chr19,36991974,2115,0,NM_028263,Fgfbp3,36994089,36992040,-,66,NM_028263,Fgfbp3,36994089,36992040,-,N,B2_Mm2,SINE,B2,-1087,CpG_Start,CpG: 79,chr19,36993061,36993698,74.1,0.9,86.15,81.87,82.78,91.13,86.1,87.89,83.52,87.28,86.71,86.31,89.8,82.64,85.98666667,86.04333333,0.056666667,0.974747413,0.011107909,1,0
SmaI_mm9_162868,chr19,37624810,-98,1,NM_175353,Exoc6,37624908,37757739,+,109589,NM_008245,Hhex,37509331,37515221,+,N,N,N,N,-149,CpG_Start,CpG: 58,chr19,37624959,37625546,69.9,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
SmaI_mm9_162869,chr19,37625209,301,1,NM_175353,Exoc6,37624908,37757739,+,109988,NM_008245,Hhex,37509331,37515221,+,Y,N,N,N,250,CpG_Start,CpG: 58,chr19,37624959,37625546,69.9,0.81,0.11,0.12,0,0.12,0.3,0.26,0.11,0,0,0,0,0,0.151666667,0.018333333,-0.133333333,0.020507891,1.688079,0,1
SmaI_mm9_162870,chr19,37625497,589,0,NM_175353,Exoc6,37624908,37757739,+,110276,NM_008245,Hhex,37509331,37515221,+,Y,N,N,N,-49,CpG_End,CpG: 58,chr19,37624959,37625546,69.9,0.81,0.2,0.18,0.28,0.64,0,0,0.35,0.17,0.36,0,0.25,0.32,0.216666667,0.241666667,0.025,0.827388056,0.082290753,0,1
SmaI_mm9_162908,chr19,38198995,306,1,NM_011255,Rbp4,38199301,38191110,-,-7885,NM_011255,Rbp4,38199301,38191110,-,Y,N,N,N,19,CpG_Start,CpG: 67,chr19,38198976,38199525,67.8,1.07,0,0.23,0,0.27,0.42,0,0.19,0,0.23,0,0,0,0.153333333,0.07,-0.083333333,0.354208403,0.45074114,0,1
SmaI_mm9_162909,chr19,38199226,75,1,NM_011255,Rbp4,38199301,38191110,-,-8116,NM_011255,Rbp4,38199301,38191110,-,Y,N,N,N,250,CpG_Start,CpG: 67,chr19,38198976,38199525,67.8,1.07,0.14,0,0.33,0.13,0.17,0.24,0.11,0.1,0,0.27,0.17,0.11,0.168333333,0.126666667,-0.041666667,0.490417916,0.309433673,0,1
SmaI_mm9_162910,chr19,38199578,233,1,NM_001159487,Rbp4,38199811,38191110,-,-8468,NM_011255,Rbp4,38199301,38191110,-,N,N,N,N,53,CpG_End,CpG: 67,chr19,38198976,38199525,67.8,1.07,0.25,0.45,0,0.25,0.61,0.48,0.27,0.24,1,0.27,1.07,0.24,0.34,0.515,0.175,0.371820812,0.429666305,1,1
SmaI_mm9_162922,chr19,38447064,-23406,0,NM_175507,Tmem20,38470470,38480097,+,-33033,NM_175507,Tmem20,38470470,38480097,+,N,N,N,N,-23327,CpG_Start,CpG: 74,chr19,38470391,38470844,80.2,1.05,14.8,19.36,25.91,31.28,NA,10.61,32.44,17.48,28.02,22,27.45,22.49,20.392,24.98,4.588,0.295774127,0.529039819,0,0
SmaI_mm9_162923,chr19,38447256,-23214,0,NM_175507,Tmem20,38470470,38480097,+,-32841,NM_175507,Tmem20,38470470,38480097,+,N,N,N,N,-23135,CpG_Start,CpG: 74,chr19,38470391,38470844,80.2,1.05,4.45,4.86,10.58,8.11,5.32,4.74,11.83,5.97,13.17,11.65,7.1,9.86,6.343333333,9.93,3.586666667,0.042223535,1.37444541,0,0
SmaI_mm9_162937,chr19,38555690,-42997,0,NM_019588,Plce1,38598687,38859590,+,75593,NM_175507,Tmem20,38470470,38480097,+,Y,N,N,N,326,CpG_Start,CpG: 58,chr19,38555364,38556060,60.8,0.9,0.2,0.15,0.21,0.19,0,0,0.27,0,0.27,0.18,0.82,0.14,0.125,0.28,0.155,0.233753583,0.631241723,0,0
SmaI_mm9_162938,chr19,38555933,-42754,0,NM_019588,Plce1,38598687,38859590,+,75836,NM_175507,Tmem20,38470470,38480097,+,Y,N,N,N,-127,CpG_End,CpG: 58,chr19,38555364,38556060,60.8,0.9,0.42,0,0.22,0.55,0,0.15,0,0.37,0.27,0.18,0.6,0,0.223333333,0.236666667,0.013333333,0.921082429,0.035701502,0,0
SmaI_mm9_162967,chr19,38893556,171,1,NM_021315,Noc3l,38893727,38862618,-,-30938,NM_021315,Noc3l,38893727,38862618,-,Y,N,N,N,1,CpG_Start,CpG: 36,chr19,38893555,38893990,62.4,0.85,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_162968,chr19,38893799,-72,1,NM_021315,Noc3l,38893727,38862618,-,-31181,NM_021315,Noc3l,38893727,38862618,-,Y,N,N,N,-191,CpG_End,CpG: 36,chr19,38893555,38893990,62.4,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SmaI_mm9_162971,chr19,38910990,-79,1,NM_145952,Tbc1d12,38911069,38994413,+,-48372,NM_021315,Noc3l,38893727,38862618,-,Y,N,N,N,1,CpG_Start,CpG: 119,chr19,38910989,38912013,61.3,1.24,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0.063333333,0.063333333,0.340893132,0.467381748,0,0
SmaI_mm9_162972,chr19,38911259,190,1,NM_145952,Tbc1d12,38911069,38994413,+,-48641,NM_021315,Noc3l,38893727,38862618,-,Y,N,N,N,270,CpG_Start,CpG: 119,chr19,38910989,38912013,61.3,1.24,0,0.2,0.58,0,0,0,0,0,0,0,0.32,0,0.13,0.053333333,-0.076666667,0.500160433,0.300890668,0,1
SmaI_mm9_163133,chr19,41272551,8713,0,NM_011904,Tll2,41281264,41158471,-,12781,NM_133352,Tm9sf3,41338494,41285332,-,N,N,N,N,-7985,CpG_Start,CpG: 70,chr19,41280536,41281640,62.6,0.65,70.94,66.23,74.67,76.13,71.67,75.34,76.43,68.89,72.68,67.47,75.57,67.75,72.49666667,71.465,-1.031666667,0.651986044,0.1857617,0,1
SmaI_mm9_163134,chr19,41272928,8336,0,NM_011904,Tll2,41281264,41158471,-,12404,NM_133352,Tm9sf3,41338494,41285332,-,N,N,N,N,-7608,CpG_Start,CpG: 70,chr19,41280536,41281640,62.6,0.65,87.98,93.83,90.3,93.93,88.52,88.29,86.83,91.6,86.91,91.93,90.88,90.02,90.475,89.695,-0.78,0.605387129,0.217966817,0,1
SmaI_mm9_163136,chr19,41281302,-38,1,NM_011904,Tll2,41281264,41158471,-,4030,NM_133352,Tm9sf3,41338494,41285332,-,Y,N,N,N,-338,CpG_End,CpG: 70,chr19,41280536,41281640,62.6,0.65,0.36,0,0,0.37,0,0,0,0.58,0,0,0,0,0.121666667,0.096666667,-0.025,0.84371588,0.073803777,0,0
SmaI_mm9_163137,chr19,41281554,-290,1,NM_011904,Tll2,41281264,41158471,-,3778,NM_133352,Tm9sf3,41338494,41285332,-,Y,N,N,N,-86,CpG_End,CpG: 70,chr19,41280536,41281640,62.6,0.65,0,0,0,0,0,0,0.29,0,0.28,0.36,0,0.27,0,0.2,0.2,0.011281617,1.947628648,0,0
SmaI_mm9_163162,chr19,41556852,-67277,0,NM_172154,Lcor,41624129,41634271,+,-77419,NM_172154,Lcor,41624129,41634271,+,Y,N,N,N,134,CpG_Start,CpG: 35,chr19,41556718,41557046,62.6,1.18,0,0,0,0,NA,NA,0,0.51,0,0,0,0,0,0.085,0.085,0.446813334,0.349873875,0,0
SmaI_mm9_163163,chr19,41557115,-67014,0,NM_172154,Lcor,41624129,41634271,+,-77156,NM_172154,Lcor,41624129,41634271,+,N,GC_rich,Low_complexity,Low_complexity,69,CpG_End,CpG: 35,chr19,41556718,41557046,62.6,1.18,0.5,0,0,0,0,0.59,0,0,0,0,0,0,0.181666667,0,-0.181666667,0.146767815,0.833369171,1,0
SmaI_mm9_163168,chr19,41557952,-66177,0,NM_172154,Lcor,41624129,41634271,+,-76319,NM_172154,Lcor,41624129,41634271,+,Y,N,N,N,-94,CpG_End,CpG: 50,chr19,41557600,41558046,66,1.08,0,0,0,0,0,0.27,0,0,0,0,0,0,0.045,0,-0.045,0.340893132,0.467381748,0,0
SmaI_mm9_163169,chr19,41558363,-65766,0,NM_172154,Lcor,41624129,41634271,+,-75908,NM_172154,Lcor,41624129,41634271,+,N,N,N,N,317,CpG_End,CpG: 50,chr19,41557600,41558046,66,1.08,0,0,0,0,0,0,0,0,0.54,0,0.42,0,0,0.16,0.16,0.149133846,0.826423782,1,0
SmaI_mm9_163178,chr19,41674814,50685,0,NM_172154,Lcor,41624129,41634271,+,-67,NM_015748,Slit1,41818346,41674747,-,N,N,N,N,116768,CpG_End,CpG: 50,chr19,41557600,41558046,66,1.08,41.83,40.63,50.39,55.11,43.9,43.84,63.63,44.4,69.97,49.52,53.89,51.85,45.95,55.54333333,9.593333333,0.058907368,1.229830381,0,0
SmaI_mm9_163179,chr19,41675068,50939,0,NM_172154,Lcor,41624129,41634271,+,-321,NM_015748,Slit1,41818346,41674747,-,N,N,N,N,117022,CpG_End,CpG: 50,chr19,41557600,41558046,66,1.08,76.28,80.63,78.83,82.02,85.96,81.52,77.81,78.92,76.51,78.5,78.73,76.49,80.87333333,77.82666667,-3.046666667,0.05481052,1.261136078,0,0
SmaI_mm9_163180,chr19,41675332,51203,0,NM_172154,Lcor,41624129,41634271,+,-585,NM_015748,Slit1,41818346,41674747,-,N,N,N,N,117286,CpG_End,CpG: 50,chr19,41557600,41558046,66,1.08,9.33,6.9,9.58,8.91,3.69,7.02,10.73,8.03,10.37,7.29,11.1,8.02,7.571666667,9.256666667,1.685,0.167488777,0.776014289,0,0
SmaI_mm9_163213,chr19,41876130,444,1,NM_027667,Arhgap19,41876574,41841078,-,-30943,NM_008043,Frat1,41904460,41907073,+,Y,N,N,N,52,CpG_Start,CpG: 47,chr19,41876078,41876558,67.4,0.86,0,0,0,NA,0,0,NA,0,0,0.79,NA,0,0,0.1975,0.1975,0.292351992,0.534093943,0,1
SmaI_mm9_163220,chr19,41905095,635,0,NM_008043,Frat1,41904460,41907073,+,-1978,NM_008043,Frat1,41904460,41907073,+,Y,N,N,N,-345,CpG_End,CpG: 124,chr19,41904422,41905440,67.4,1.08,0,0,0.28,0,0,0.21,0,0.2,0,0,0,0.19,0.081666667,0.065,-0.016666667,0.807577667,0.0928157,0,1
SmaI_mm9_163221,chr19,41905390,930,0,NM_008043,Frat1,41904460,41907073,+,-1683,NM_008043,Frat1,41904460,41907073,+,Y,N,N,N,-50,CpG_End,CpG: 124,chr19,41904422,41905440,67.4,1.08,0,0,0,0,0,0,0.24,0,0,0.26,0.33,0,0,0.138333333,0.138333333,0.052993916,1.275773987,0,1
SmaI_mm9_163225,chr19,41921647,975,0,NM_177603,Frat2,41922622,41920465,-,-1182,NM_177603,Frat2,41922622,41920465,-,Y,N,N,N,65,CpG_Start,CpG: 169,chr19,41921582,41922982,68.2,1.04,0,0,0.15,0,0.13,0.22,0.13,0,0.12,0.14,0,0,0.083333333,0.065,-0.018333333,0.715452838,0.145418989,0,1
SmaI_mm9_163226,chr19,41921985,637,0,NM_177603,Frat2,41922622,41920465,-,-1520,NM_177603,Frat2,41922622,41920465,-,Y,N,N,N,403,CpG_Start,CpG: 169,chr19,41921582,41922982,68.2,1.04,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0.02,0.02,0.340893132,0.467381748,0,1
SmaI_mm9_163242,chr19,42055884,-258,1,NM_028152,Mms19,42055626,42018197,-,37291,NM_023740,Zdhhc16,42007962,42018593,+,Y,N,N,N,469,CpG_Start,CpG: 147,chr19,42055415,42056962,69.1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SmaI_mm9_163243,chr19,42056344,91,1,NM_145500,Ubtd1,42056253,42109131,+,37751,NM_023740,Zdhhc16,42007962,42018593,+,Y,N,N,N,-618,CpG_End,CpG: 147,chr19,42055415,42056962,69.1,0.8,0,0,0,0.7,0,0,0,0,0,0,0,0,0.116666667,0,-0.116666667,0.340893132,0.467381748,0,1
SmaI_mm9_163248,chr19,42164719,-206,1,NM_145501,Pi4k2a,42164925,42196708,+,-15290,NM_198108,Morn4,42160860,42149429,-,Y,N,N,N,12,CpG_Start,CpG: 85,chr19,42164707,42165528,63.6,1.03,0,0,0,0.62,0.32,0,0.33,0,0.28,0,0.44,0.3,0.156666667,0.225,0.068333333,0.610484548,0.214325324,0,0
SmaI_mm9_163249,chr19,42165188,263,1,NM_145501,Pi4k2a,42164925,42196708,+,-15759,NM_198108,Morn4,42160860,42149429,-,Y,GC_rich,Low_complexity,Low_complexity,-340,CpG_End,CpG: 85,chr19,42164707,42165528,63.6,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_163259,chr19,42244890,-167,1,NM_001164531,Zfyve27,42245057,42269080,+,18697,NM_183195,Marveld1,42221879,42226193,+,N,N,N,N,-72,CpG_Start,CpG: 46,chr19,42244962,42245402,66.4,0.95,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0.026666667,0.026666667,0.340893132,0.467381748,1,0
SmaI_mm9_163260,chr19,42245125,68,1,NM_001164531,Zfyve27,42245057,42269080,+,18932,NM_183195,Marveld1,42221879,42226193,+,Y,N,N,N,163,CpG_Start,CpG: 46,chr19,42244962,42245402,66.4,0.95,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0.026666667,0.026666667,0.340893132,0.467381748,0,1
SmaI_mm9_163289,chr19,42505717,556,0,NM_145123,Crtac1,42506273,42357527,-,-148190,NM_145123,Crtac1,42506273,42357527,-,N,N,N,N,-165,CpG_Start,CpG: 126,chr19,42505882,42507071,69.2,0.89,8.76,7.52,8.45,5.82,6.29,7.42,8.32,8.29,8.52,9.38,6.23,7.89,7.376666667,8.105,0.728333333,0.278754615,0.554777934,1,1
SmaI_mm9_163290,chr19,42506104,169,1,NM_145123,Crtac1,42506273,42357527,-,-148577,NM_145123,Crtac1,42506273,42357527,-,Y,N,N,N,222,CpG_Start,CpG: 126,chr19,42505882,42507071,69.2,0.89,0.61,0.48,0,0.51,0.96,1.1,0.28,0.85,1.79,2.11,0,0.68,0.61,0.951666667,0.341666667,0.38520397,0.414309246,0,1
SmaI_mm9_163293,chr19,42506394,-121,1,NM_145123,Crtac1,42506273,42357527,-,-148867,NM_145123,Crtac1,42506273,42357527,-,Y,N,N,N,512,CpG_Start,CpG: 126,chr19,42505882,42507071,69.2,0.89,0.46,0.54,0.71,0.48,1.88,1.58,0.97,0.27,0,1.5,NA,NA,0.941666667,0.685,-0.256666667,0.555107653,0.255622785,0,0
SmaI_mm9_163294,chr19,42506670,-397,1,NM_145123,Crtac1,42506273,42357527,-,-149143,NM_145123,Crtac1,42506273,42357527,-,Y,N,N,N,-401,CpG_End,CpG: 126,chr19,42505882,42507071,69.2,0.89,0.96,0.28,0.37,0,0.33,0.46,0,0,0.64,0.75,NA,NA,0.4,0.3475,-0.0525,0.822651395,0.084784162,0,0
SmaI_mm9_163298,chr19,42543628,-37355,0,NM_145123,Crtac1,42506273,42357527,-,-123118,NM_177464,D19Ertd386e,42593295,42666746,+,N,N,N,N,36557,CpG_End,CpG: 126,chr19,42505882,42507071,69.2,0.89,95.12,94.54,96.54,93.69,95.56,94.68,93.23,91.31,91.44,93.63,96.24,93.29,95.02166667,93.19,-1.831666667,0.052610187,1.278930155,0,0
SmaI_mm9_163299,chr19,42543913,-37640,0,NM_145123,Crtac1,42506273,42357527,-,-122833,NM_177464,D19Ertd386e,42593295,42666746,+,N,N,N,N,36842,CpG_End,CpG: 126,chr19,42505882,42507071,69.2,0.89,95.34,92.74,92.26,91.5,95.82,91.96,91.49,88.59,85.42,89.04,93.34,90.67,93.27,89.75833333,-3.511666667,0.026029312,1.584537311,0,0
SmaI_mm9_16330,chr2,80457204,-167,1,NM_024438,Dusp19,80457371,80471818,+,11658,NR_030454,Mir684-1,80468947,80468862,-,N,N,N,N,-21712,CpG_Start,CpG: 39,chr2,80478916,80479314,65.4,0.92,3.11,0.56,0.73,1.39,0.33,0,1.17,1.27,1.34,7.28,0,0.51,1.02,1.928333333,0.908333333,0.460638036,0.336640204,0,0
SmaI_mm9_16331,chr2,80457578,207,1,NM_024438,Dusp19,80457371,80471818,+,11284,NR_030454,Mir684-1,80468947,80468862,-,N,N,N,N,-21338,CpG_Start,CpG: 39,chr2,80478916,80479314,65.4,0.92,4.56,0.27,0.38,3.32,1.26,0.93,1.98,1.78,3.42,6.16,0.81,0.49,1.786666667,2.44,0.653333333,0.57059906,0.243668948,0,1
SmaI_mm9_163325,chr19,42768672,58593,0,NM_029011,Pyroxd2,42827265,42800348,-,31676,NM_029011,Pyroxd2,42827265,42800348,-,N,N,N,N,81102,CpG_End,CpG: 38,chr19,42687208,42687570,73.8,0.78,96.53,92.52,93.73,93.62,93.84,93.94,93.08,95.05,89.98,92.35,92.82,91.39,94.03,92.445,-1.585,0.102690102,0.988471415,0,0
SmaI_mm9_163326,chr19,42769094,58171,0,NM_029011,Pyroxd2,42827265,42800348,-,31254,NM_029011,Pyroxd2,42827265,42800348,-,N,N,N,N,81524,CpG_End,CpG: 38,chr19,42687208,42687570,73.8,0.78,66.8,69.08,66.18,67.04,77.83,68.89,62.05,61.49,62.12,58.61,67.52,57.06,69.30333333,61.475,-7.828333333,0.006773537,2.169184493,0,0
SmaI_mm9_163335,chr19,42808321,18944,0,NM_029011,Pyroxd2,42827265,42800348,-,-7973,NM_029011,Pyroxd2,42827265,42800348,-,N,N,N,N,-45823,CpG_Start,CpG: 39,chr19,42854144,42854585,66.5,0.81,80.54,77.9,82.35,82.26,84.06,81.94,72.35,76.19,83.66,77.29,83.04,69.08,81.50833333,76.935,-4.573333333,0.097537376,1.010828932,0,1
SmaI_mm9_163336,chr19,42808634,18631,0,NM_029011,Pyroxd2,42827265,42800348,-,-8286,NM_029011,Pyroxd2,42827265,42800348,-,N,N,N,N,-45510,CpG_Start,CpG: 39,chr19,42854144,42854585,66.5,0.81,92.28,93.22,90.72,91.57,95.71,89.68,90.38,88.28,90.49,90.61,93.34,85.11,92.19666667,89.70166667,-2.495,0.109584122,0.960252368,0,1
SmaI_mm9_163337,chr19,42819437,7828,0,NM_029011,Pyroxd2,42827265,42800348,-,10249,NM_019424,Hps1,42854466,42829686,-,N,N,N,N,-34707,CpG_Start,CpG: 39,chr19,42854144,42854585,66.5,0.81,37.71,40.12,42.21,47.81,37.09,44.5,46.93,35.65,29.38,38.28,41.78,35.45,41.57333333,37.91166667,-3.661666667,0.24645749,0.608257979,0,1
SmaI_mm9_163343,chr19,42833850,-6585,0,NM_029011,Pyroxd2,42827265,42800348,-,-4164,NM_019424,Hps1,42854466,42829686,-,N,N,N,N,-20294,CpG_Start,CpG: 39,chr19,42854144,42854585,66.5,0.81,54.04,50.27,55.74,58.74,68.93,60.01,39.33,45.89,69.53,49.8,50.69,43.84,57.955,49.84666667,-8.108333333,0.137119475,0.862900858,0,0
SmaI_mm9_163344,chr19,42834176,-6911,0,NM_029011,Pyroxd2,42827265,42800348,-,-4490,NM_019424,Hps1,42854466,42829686,-,N,N,N,N,-19968,CpG_Start,CpG: 39,chr19,42854144,42854585,66.5,0.81,88.99,85,90.21,88.64,91.61,89.02,84.83,83.97,91.44,86.27,87.07,83.71,88.91166667,86.215,-2.696666667,0.098254592,1.007647143,0,0
SmaI_mm9_163350,chr19,42853992,474,1,NM_019424,Hps1,42854466,42829686,-,9093,NM_001081257,Hpse2,43462801,42863085,-,N,N,N,N,-152,CpG_Start,CpG: 39,chr19,42854144,42854585,66.5,0.81,0.49,0.45,1.25,0,0,0.52,0.41,0.38,0,0.47,0,0,0.451666667,0.21,-0.241666667,0.276126698,0.5588916,1,1
SmaI_mm9_163351,chr19,42854245,221,1,NM_019424,Hps1,42854466,42829686,-,8840,NM_001081257,Hpse2,43462801,42863085,-,Y,N,N,N,101,CpG_Start,CpG: 39,chr19,42854144,42854585,66.5,0.81,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0.065,0.065,0.340893132,0.467381748,0,1
SmaI_mm9_163361,chr19,42978051,-123585,0,NM_019424,Hps1,42854466,42829686,-,-114966,NM_001081257,Hpse2,43462801,42863085,-,N,N,N,N,123466,CpG_End,CpG: 39,chr19,42854144,42854585,66.5,0.81,93.65,93.99,98,97.35,97.55,94.05,95.14,93.9,90.09,96.05,96.26,94.27,95.765,94.285,-1.48,0.263204867,0.579706084,0,0
SmaI_mm9_163362,chr19,42978477,-124011,0,NM_019424,Hps1,42854466,42829686,-,-115392,NM_001081257,Hpse2,43462801,42863085,-,N,N,N,N,123892,CpG_End,CpG: 39,chr19,42854144,42854585,66.5,0.81,88.39,94.24,90.82,91.07,91.43,90.43,89.48,87.13,82.62,87.79,91.81,85.26,91.06333333,87.34833333,-3.715,0.034535884,1.461729423,0,0
SmaI_mm9_163396,chr19,43515576,650,0,NM_031396,Cnnm1,43514926,43571703,+,-56127,NM_031396,Cnnm1,43514926,43571703,+,Y,N,N,N,-583,CpG_End,CpG: 149,chr19,43514797,43516159,69.6,0.9,0,0.3,0,0.15,0,0.15,0,0,0.15,0,0,0,0.1,0.025,-0.075,0.209383127,0.679058319,0,1
SmaI_mm9_163397,chr19,43515871,945,0,NM_031396,Cnnm1,43514926,43571703,+,-55832,NM_031396,Cnnm1,43514926,43571703,+,Y,N,N,N,-288,CpG_End,CpG: 149,chr19,43514797,43516159,69.6,0.9,0.33,0.16,0,0,0.49,0,0.16,0.27,1.79,0.34,0,0.14,0.163333333,0.45,0.286666667,0.338261853,0.470746976,0,1
SmaI_mm9_163411,chr19,43675784,-11031,0,NM_008699,Nkx2-3,43686815,43690382,+,-14598,NM_008699,Nkx2-3,43686815,43690382,+,N,N,N,N,-34,CpG_Start,CpG: 34,chr19,43675818,43676257,57.5,0.95,4.1,8.08,9.21,9.73,8.14,4.74,9.73,10.33,5.91,7.4,16.46,13.12,7.333333333,10.49166667,3.158333333,0.116468245,0.933792469,1,0
SmaI_mm9_163412,chr19,43676018,-10797,0,NM_008699,Nkx2-3,43686815,43690382,+,-14364,NM_008699,Nkx2-3,43686815,43690382,+,Y,N,N,N,200,CpG_Start,CpG: 34,chr19,43675818,43676257,57.5,0.95,7.81,18.84,13.62,17.49,11.03,10.22,18.07,18.61,12.36,13.79,23.29,21.58,13.16833333,17.95,4.781666667,0.082130221,1.085497009,0,0
SmaI_mm9_163419,chr19,43719048,30323,0,NM_145156,Slc25a28,43749371,43738292,-,19244,NM_145156,Slc25a28,43749371,43738292,-,N,N,N,N,27653,CpG_End,CpG: 42,chr19,43690889,43691395,66.5,0.78,82.24,78.37,82.76,73.19,81.17,82.42,66,79.01,74.09,68.18,79.17,79.12,80.025,74.26166667,-5.763333333,0.071074098,1.148288643,0,0
SmaI_mm9_163420,chr19,43724019,25352,0,NM_145156,Slc25a28,43749371,43738292,-,14273,NM_145156,Slc25a28,43749371,43738292,-,N,N,N,N,-24903,CpG_Start,CpG: 125,chr19,43748922,43750454,61.4,0.86,89.81,86.89,90.33,89.17,92.02,88,84.49,88.08,89.58,86.9,90.79,85.28,89.37,87.52,-1.85,0.166198873,0.779371926,0,0
