ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp,GF3_1,GF4_1,GF5_1,GF6_1,GF7_1,GF8_1,AvgWT,GfKoAomC2M1,GfKoAomC2M2,GfKoAomC3M1,GfKoAomC5F1,GfKoAomC5F2,GfKoAomC5F3,AvgKO,KO.WT,ttest2,pttest2,cgi.shore
SmaI_mm9_41433,chr4,132478101,365,1,NM_145553,Fam76a,132478466,132455129,-,-22972,NM_001163792,Fam76a,132478466,132455129,-,Y,N,N,N,83,CpG_Start,CpG: 85,chr4,132478018,132478897,59.9,1.08,0,0,0,0,0,0,0,0,0.12,0,0,0.06,0.08,0.043333333,0.043333333,0.065166503,1.185975586,0
SmaI_mm9_41434,chr4,132478363,103,1,NM_145553,Fam76a,132478466,132455129,-,-23234,NM_001163792,Fam76a,132478466,132455129,-,Y,N,N,N,345,CpG_Start,CpG: 85,chr4,132478018,132478897,59.9,1.08,0,0,0,0,0,0,0,0,0,0.09,0,0.08,0.21,0.063333333,0.063333333,0.091503266,1.038563407,0
SmaI_mm9_41451,chr4,132594623,27202,0,NM_146155,Ahdc1,132567421,132634025,+,36826,NM_010208,Fgr,132530010,132557797,+,Y,N,N,N,209,CpG_Start,CpG: 142,chr4,132594414,132595555,73.4,0.92,0,0,0,0,NA,0,0,0.16,0.09,0.15,0.1,0.09,0.05,0.106666667,0.106666667,0.000286674,3.542611535,0
SmaI_mm9_41452,chr4,132594816,27395,0,NM_146155,Ahdc1,132567421,132634025,+,37019,NM_010208,Fgr,132530010,132557797,+,Y,N,N,N,402,CpG_Start,CpG: 142,chr4,132594414,132595555,73.4,0.92,0,0,0,0,0,0,0,0.06,0.03,0.04,0,0,0.05,0.03,0.03,0.01570564,1.803944375,0
SmaI_mm9_41453,chr4,132595156,27735,0,NM_146155,Ahdc1,132567421,132634025,+,37359,NM_010208,Fgr,132530010,132557797,+,Y,N,N,N,-399,CpG_End,CpG: 142,chr4,132594414,132595555,73.4,0.92,0,0,0.28,0,0,0.2,0.08,0,0,0,0,0,0,0,-0.08,0.152377551,0.817079011,0
SmaI_mm9_41499,chr4,132826788,6917,0,NM_025667,Tmem222,132833705,132821960,-,-4828,NM_025667,Tmem222,132833705,132821960,-,N,N,N,N,-6605,CpG_Start,CpG: 57,chr4,132833393,132833880,66.4,1.07,93.49,91.94,91.28,94.93,94.47,96.01,93.68666667,92.11,91.29,91.31,90.38,91.13,93.26,91.58,-2.10666667,0.031570589,1.500717311,0
SmaI_mm9_41500,chr4,132827052,6653,0,NM_025667,Tmem222,132833705,132821960,-,-5092,NM_025667,Tmem222,132833705,132821960,-,N,N,N,N,-6341,CpG_Start,CpG: 57,chr4,132833393,132833880,66.4,1.07,83.82,86.44,84.91,84.35,91.04,85.53,86.015,84.46,85.54,81.54,86.17,84.04,93.05,85.8,-0.215,0.912935622,0.039559847,0
SmaI_mm9_41509,chr4,132894767,463,1,NM_199306,Wdtc1,132895230,132848381,-,-46386,NM_199306,Wdtc1,132895230,132848381,-,Y,N,N,N,25,CpG_Start,CpG: 90,chr4,132894742,132895577,72.2,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SmaI_mm9_41510,chr4,132894991,239,1,NM_199306,Wdtc1,132895230,132848381,-,-46610,NM_199306,Wdtc1,132895230,132848381,-,Y,N,N,N,249,CpG_Start,CpG: 90,chr4,132894742,132895577,72.2,0.84,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.005,0.005,0.340893132,0.467381748,0
SmaI_mm9_41558,chr4,133155210,2873,0,NM_018754,Sfn,133158083,133156471,-,1261,NM_018754,Sfn,133158083,133156471,-,N,N,N,N,-383,CpG_Start,CpG: 45,chr4,133155593,133155983,71.4,0.9,6.83,9.37,6.84,11.4,7.74,9.11,8.548333333,2.21,5.69,6.42,5.18,2.96,0.45,3.818333333,-4.73,0.002614864,2.582550892,1
SmaI_mm9_41559,chr4,133155639,2444,0,NM_018754,Sfn,133158083,133156471,-,832,NM_018754,Sfn,133158083,133156471,-,Y,N,N,N,46,CpG_Start,CpG: 45,chr4,133155593,133155983,71.4,0.9,0.15,0.17,0,0,0.31,0.19,0.136666667,0,0,0,0,0,0,0,-0.136666667,0.018833877,1.725060281,0
SmaI_mm9_41564,chr4,133187804,1540,0,NM_001017968,Zdhhc18,133189344,133162907,-,-24897,NM_001017968,Zdhhc18,133189344,133162907,-,N,N,N,N,-1046,CpG_Start,CpG: 33,chr4,133188850,133189108,73.7,1.04,12.53,17.08,14.89,13.81,18.74,15.11,15.36,5.86,5.23,3.29,3.88,4.49,1.45,4.033333333,-11.32666667,1.38E-06,5.860965937,1
SmaI_mm9_41565,chr4,133188132,1212,0,NM_001017968,Zdhhc18,133189344,133162907,-,-25225,NM_001017968,Zdhhc18,133189344,133162907,-,N,N,N,N,-718,CpG_Start,CpG: 33,chr4,133188850,133189108,73.7,1.04,1.98,1.84,1.01,1.71,0.8,0.5,1.306666667,0.4,0.36,0.54,0,0.49,0.25,0.34,-0.966666667,0.004347341,2.361776323,1
SmaI_mm9_41566,chr4,133188851,493,1,NM_001017968,Zdhhc18,133189344,133162907,-,-25944,NM_001017968,Zdhhc18,133189344,133162907,-,Y,N,N,N,1,CpG_Start,CpG: 33,chr4,133188850,133189108,73.7,1.04,0,0,0,0,0,0,0,0.19,0,0,0.2,0,0,0.065,0.065,0.145105397,0.838316433,0
SmaI_mm9_41567,chr4,133189108,236,1,NM_001017968,Zdhhc18,133189344,133162907,-,-26201,NM_001017968,Zdhhc18,133189344,133162907,-,Y,N,N,N,0,CpG_End,CpG: 33,chr4,133188850,133189108,73.7,1.04,0,0,0,0,0,0,0,0.21,0,0,0.1,0,0,0.051666667,0.051666667,0.177655173,0.750422142,0
SmaI_mm9_41580,chr4,133308429,1097,0,NM_001080819,Arid1a,133309526,133234923,-,-73506,NM_001080819,Arid1a,133309526,133234923,-,Y,N,N,N,144,CpG_Start,CpG: 217,chr4,133308285,133310593,61.2,1,0,0,0,0,0,0,0,0.11,0.07,0,0.11,0,0.12,0.068333333,0.068333333,0.013165129,1.880574877,0
SmaI_mm9_41588,chr4,133369642,-60116,0,NM_001080819,Arid1a,133309526,133234923,-,33564,NM_009097,Rps6ka1,133443714,133403206,-,Y,N,N,N,525,CpG_Start,CpG: 167,chr4,133369117,133370515,70.3,0.97,0,0,0,0,NA,0.49,0.098,0.04,0.1,0.05,0.07,0,0,0.043333333,-0.054666667,0.55955423,0.252157816,0
SmaI_mm9_41589,chr4,133369848,-60322,0,NM_001080819,Arid1a,133309526,133234923,-,33358,NM_009097,Rps6ka1,133443714,133403206,-,Y,N,N,N,-667,CpG_End,CpG: 167,chr4,133369117,133370515,70.3,0.97,0,0,0,0,NA,0,0,0.04,0.05,0,0,0,0,0.015,0.015,0.190118113,0.720976504,0
SmaI_mm9_41605,chr4,133443589,125,1,NM_009097,Rps6ka1,133443714,133403206,-,-40383,NM_009097,Rps6ka1,133443714,133403206,-,Y,N,N,N,101,CpG_Start,CpG: 61,chr4,133443488,133443950,76.7,0.92,0,0,0,0.2,0,0,0.033333333,0,0,0,0,0.1,0.16,0.043333333,0.01,0.824175729,0.083980179,0
SmaI_mm9_41606,chr4,133443912,-198,1,NM_009097,Rps6ka1,133443714,133403206,-,-40706,NM_009097,Rps6ka1,133443714,133403206,-,Y,N,N,N,-38,CpG_End,CpG: 61,chr4,133443488,133443950,76.7,0.92,0,0,0,0,0,0.16,0.026666667,0,0,0.04,0,0,0,0.006666667,-0.02,0.483541713,0.315566056,0
SmaI_mm9_41607,chr4,133444189,-475,1,NM_009097,Rps6ka1,133443714,133403206,-,-40983,NM_009097,Rps6ka1,133443714,133403206,-,N,N,N,N,239,CpG_End,CpG: 61,chr4,133443488,133443950,76.7,0.92,0,0.15,0,0.18,0.24,0,0.095,0.08,0.09,0,0,0.06,0.08,0.051666667,-0.043333333,0.380181584,0.420008924,1
SmaI_mm9_41621,chr4,133524282,-376,1,NM_016957,Hmgn2,133523906,133520654,-,690,NM_026144,Dhdds,133556779,133524972,-,Y,N,N,N,-58,CpG_End,CpG: 146,chr4,133523069,133524340,69.7,0.95,0,0,0,0,0,0.15,0.025,0.17,0,0,0,0.16,0,0.055,0.03,0.499879816,0.301134399,0
SmaI_mm9_41622,chr4,133524613,-707,1,NM_016957,Hmgn2,133523906,133520654,-,359,NM_026144,Dhdds,133556779,133524972,-,N,N,N,N,273,CpG_End,CpG: 146,chr4,133523069,133524340,69.7,0.95,0,0,0,0,0.16,0.15,0.051666667,0,0,0,0,0,0,0,-0.051666667,0.145208969,0.838006558,1
SmaI_mm9_41634,chr4,133575830,-1099,0,NM_145833,Lin28a,133574731,133559245,-,-16585,NM_145833,Lin28a,133574731,133559245,-,N,N,N,N,18773,CpG_End,CpG: 33,chr4,133556741,133557057,64,1.02,0,0.57,0.82,1.35,0,0.57,0.551666667,0.99,0.91,1.27,1.34,1.18,0.86,1.091666667,0.54,0.037225833,1.429155573,0
SmaI_mm9_41635,chr4,133576023,-1292,0,NM_145833,Lin28a,133574731,133559245,-,-16778,NM_145833,Lin28a,133574731,133559245,-,N,N,N,N,18966,CpG_End,CpG: 33,chr4,133556741,133557057,64,1.02,1.74,0.61,0.96,0,NA,0,0.662,0.69,1.15,0.8,0.15,1.06,0.44,0.715,0.053,0.879641281,0.055694398,0
SmaI_mm9_41652,chr4,133684914,-246,1,NM_080559,Sh3bgrl3,133684668,133683321,-,859,NM_144527,Ccdc21,133743000,133685773,-,N,N,N,N,136,CpG_End,CpG: 35,chr4,133684451,133684778,71.3,0.84,0,0,0,0,0.44,0,0.073333333,0,0,0,0,0,0,0,-0.073333333,0.340893132,0.467381748,1
SmaI_mm9_41705,chr4,134024722,487,1,NM_019641,Stmn1,134024235,134029757,+,-5035,NM_019641,Stmn1,134024235,134029757,+,Y,N,N,N,-351,CpG_End,CpG: 94,chr4,134024189,134025073,72.5,0.83,0,0,0.17,0,0,0,0.028333333,0.1,0,0.09,0,0,0,0.031666667,0.003333334,0.925414813,0.033663553,0
SmaI_mm9_41706,chr4,134025039,804,0,NM_019641,Stmn1,134024235,134029757,+,-4718,NM_019641,Stmn1,134024235,134029757,+,Y,N,N,N,-34,CpG_End,CpG: 94,chr4,134024189,134025073,72.5,0.83,0,0,0.37,0,0,0,0.061666667,0.12,0,0,0,0.2,0.15,0.078333333,0.016666666,0.820842575,0.085740126,0
SmaI_mm9_41711,chr4,134052755,-138,1,NM_027995,Paqr7,134052893,134064725,+,-11970,NM_027995,Paqr7,134052893,134064725,+,N,N,N,N,-10093,CpG_Start,CpG: 16,chr4,134062848,134063057,62.9,0.77,0,0.21,0,0,0,0,0.035,0.07,0.07,0,0.09,0.03,0.06,0.053333333,0.018333333,0.635051592,0.197190991,0
SmaI_mm9_41712,chr4,134052975,82,1,NM_027995,Paqr7,134052893,134064725,+,-11750,NM_027995,Paqr7,134052893,134064725,+,N,N,N,N,-9873,CpG_Start,CpG: 16,chr4,134062848,134063057,62.9,0.77,0,0,0,0,0,0.23,0.038333333,0.02,0.1,0.08,0,0,0.03,0.038333333,0,1,0,0
SmaI_mm9_41721,chr4,134090911,-2244,0,NM_029759,Fam54b,134088667,134081478,-,2896,NM_029100,Sepn1,134108081,134093807,-,Y,N,N,N,-498,CpG_End,CpG: 120,chr4,134090317,134091409,69.5,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SmaI_mm9_41724,chr4,134101468,6613,0,NM_029100,Sepn1,134108081,134093807,-,-7661,NM_029100,Sepn1,134108081,134093807,-,N,N,N,N,-6380,CpG_Start,CpG: 40,chr4,134107848,134108059,85.4,1.06,54.29,64.74,61.4,63.61,67.47,61.02,62.08833333,57.78,57.02,57.11,61.15,56.3,67.08,59.40666667,-2.68166666,0.306691273,0.513298581,0
SmaI_mm9_41725,chr4,134101804,6277,0,NM_029100,Sepn1,134108081,134093807,-,-7997,NM_029100,Sepn1,134108081,134093807,-,N,N,N,N,-6044,CpG_Start,CpG: 40,chr4,134107848,134108059,85.4,1.06,96.09,95.38,97.94,98.09,96.56,95.81,96.645,94.26,95.57,95.01,96.26,91.97,96.14,94.86833333,-1.77666667,0.050694628,1.295038062,0
SmaI_mm9_41748,chr4,134227080,33125,0,NM_207237,Man1c1,134260205,134117605,-,74247,NM_145554,Ldlrap1,134323919,134301327,-,N,B3,SINE,B2,-31855,CpG_Start,CpG: 175,chr4,134258935,134260636,68.7,0.87,91.31,88.9,92.74,92.72,93.73,92.12,91.92,89.81,90.3,90.35,87.71,88.9,88.22,89.215,-2.705,0.008166717,2.087952515,0
SmaI_mm9_41749,chr4,134227344,32861,0,NM_207237,Man1c1,134260205,134117605,-,73983,NM_145554,Ldlrap1,134323919,134301327,-,N,N,N,N,-31591,CpG_Start,CpG: 175,chr4,134258935,134260636,68.7,0.87,55.67,52.85,56.59,61.22,61.02,57.57,57.48666667,44.59,49.52,42.65,40.69,43.91,47.71,44.845,-12.64166667,5.02E-05,4.299252347,0
SmaI_mm9_41755,chr4,134259113,1092,0,NM_207237,Man1c1,134260205,134117605,-,42214,NM_145554,Ldlrap1,134323919,134301327,-,Y,N,N,N,178,CpG_Start,CpG: 175,chr4,134258935,134260636,68.7,0.87,0,0.2,0.26,0,0.25,0,0.118333333,0,0.15,0,0,0.07,0,0.036666667,-0.081666666,0.198347266,0.702573782,0
SmaI_mm9_41756,chr4,134259424,781,0,NM_207237,Man1c1,134260205,134117605,-,41903,NM_145554,Ldlrap1,134323919,134301327,-,Y,N,N,N,489,CpG_Start,CpG: 175,chr4,134258935,134260636,68.7,0.87,0,0.2,0,0,0.26,0.37,0.138333333,0,0,0,0,0.07,0,0.011666667,-0.126666666,0.087063477,1.060163991,0
SmaI_mm9_41760,chr4,134259815,390,1,NM_207237,Man1c1,134260205,134117605,-,41512,NM_145554,Ldlrap1,134323919,134301327,-,Y,N,N,N,-821,CpG_End,CpG: 175,chr4,134258935,134260636,68.7,0.87,0,0.49,0,0.59,1.62,2.53,0.871666667,0.13,0.06,0.08,0.12,0.1,0,0.081666667,-0.79,0.083469303,1.078473215,0
SmaI_mm9_41767,chr4,134304299,19620,0,NM_145554,Ldlrap1,134323919,134301327,-,-2972,NM_145554,Ldlrap1,134323919,134301327,-,N,N,N,N,-19112,CpG_Start,CpG: 60,chr4,134323411,134324038,63.5,0.95,81.76,78.93,81.93,82.17,83.19,80.53,81.41833333,79.15,76.28,80.77,80.83,83.88,92.88,82.29833333,0.88,0.724050131,0.140231363,0
SmaI_mm9_41774,chr4,134323293,626,0,NM_145554,Ldlrap1,134323919,134301327,-,-21966,NM_145554,Ldlrap1,134323919,134301327,-,N,N,N,N,-118,CpG_Start,CpG: 60,chr4,134323411,134324038,63.5,0.95,0,0,0,0,NA,0,0,0,0.03,0,0.09,0.13,0.1,0.058333333,0.058333333,0.045294315,1.343956299,1
SmaI_mm9_41775,chr4,134323462,457,1,NM_145554,Ldlrap1,134323919,134301327,-,-22135,NM_145554,Ldlrap1,134323919,134301327,-,Y,N,N,N,51,CpG_Start,CpG: 60,chr4,134323411,134324038,63.5,0.95,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.006666667,0.006666667,0.340893132,0.467381748,0
SmaI_mm9_41776,chr4,134323714,205,1,NM_145554,Ldlrap1,134323919,134301327,-,-22387,NM_145554,Ldlrap1,134323919,134301327,-,Y,N,N,N,303,CpG_Start,CpG: 60,chr4,134323411,134324038,63.5,0.95,0,0,0,0,0,0,0,0,0,0.06,0.06,0.05,0,0.028333333,0.028333333,0.050629962,1.295592395,0
SmaI_mm9_41790,chr4,134409702,-442,1,NM_025382,Tmem57,134409260,134358678,-,-42384,NM_011270,Rhd,134420451,134452086,+,Y,N,N,N,-411,CpG_End,CpG: 182,chr4,134408386,134410113,62,1.1,0,0,0,0.34,0,0,0.056666667,0,0,0,0,0,0,0,-0.056666667,0.340893132,0.467381748,0
SmaI_mm9_41791,chr4,134410185,-925,1,NM_025382,Tmem57,134409260,134358678,-,-41901,NM_011270,Rhd,134420451,134452086,+,N,RSINE1,SINE,B4,72,CpG_End,CpG: 182,chr4,134408386,134410113,62,1.1,0.25,0,0.39,0,0,0.32,0.16,0,0.55,0,0,0,0,0.091666667,-0.068333333,0.574326007,0.240841517,1
SmaI_mm9_41802,chr4,134486723,-172,1,NM_026780,Syf2,134486895,134493452,+,3438,NM_023665,D4Wsu53e,134479540,134483285,+,N,GC_rich,Low_complexity,Low_complexity,-28,CpG_Start,CpG: 58,chr4,134486751,134487384,67.4,0.82,0,0,0.56,0,0.78,0,0.223333333,0,0.21,0.15,0.16,0.41,0.38,0.218333333,-0.005,0.975253174,0.010882628,1
SmaI_mm9_41803,chr4,134487016,121,1,NM_026780,Syf2,134486895,134493452,+,3731,NM_023665,D4Wsu53e,134479540,134483285,+,Y,N,N,N,265,CpG_Start,CpG: 58,chr4,134486751,134487384,67.4,0.82,0.15,0,0,0,0,0,0.025,0,0.05,0.11,0,0,0,0.026666667,0.001666667,0.958364882,0.018469109,0
SmaI_mm9_41804,chr4,134487296,401,1,NM_026780,Syf2,134486895,134493452,+,4011,NM_023665,D4Wsu53e,134479540,134483285,+,Y,N,N,N,-88,CpG_End,CpG: 58,chr4,134486751,134487384,67.4,0.82,0,0,0,0,0,0.36,0.06,0,0.06,0.05,0.05,0,0,0.026666667,-0.033333333,0.597873272,0.223390861,0
SmaI_mm9_41817,chr4,134593777,-82783,0,NM_019732,Runx3,134676560,134733905,+,100325,NM_026780,Syf2,134486895,134493452,+,N,FordPrefect,DNA,Tip100,106393,CpG_End,CpG: 58,chr4,134486751,134487384,67.4,0.82,86.52,91.7,91.29,90.02,93.94,90.67,90.69,90.76,86.83,88.14,90.31,85.86,95.18,89.51333333,-1.17666667,0.504145267,0.297444306,0
SmaI_mm9_41818,chr4,134594090,-82470,0,NM_019732,Runx3,134676560,134733905,+,100638,NM_026780,Syf2,134486895,134493452,+,N,N,N,N,106706,CpG_End,CpG: 58,chr4,134486751,134487384,67.4,0.82,89.77,92.17,89.05,90.45,94.52,88.79,90.79166667,90.64,91.17,89.28,89.81,91.89,93.29,91.01333333,0.22166666,0.840545117,0.07543897,0
SmaI_mm9_41833,chr4,134687055,10495,0,NM_019732,Runx3,134676560,134733905,+,-46850,NM_019732,Runx3,134676560,134733905,+,N,N,N,N,-20936,CpG_Start,CpG: 99,chr4,134707991,134709017,57.3,1.18,41.82,47.33,47.73,45.91,44.88,43.45,45.18666667,44.02,41.57,42.06,50.56,43.11,57.15,46.41166667,1.225,0.658896439,0.18118284,0
SmaI_mm9_41834,chr4,134687283,10723,0,NM_019732,Runx3,134676560,134733905,+,-46622,NM_019732,Runx3,134676560,134733905,+,N,N,N,N,-20708,CpG_Start,CpG: 99,chr4,134707991,134709017,57.3,1.18,75.15,72.07,80.6,70.8,NA,75.25,74.774,66.99,66.09,58.73,66.51,64.99,58.77,63.68,-11.094,0.001008776,2.996205233,0
SmaI_mm9_41839,chr4,134704424,27864,0,NM_019732,Runx3,134676560,134733905,+,-29481,NM_019732,Runx3,134676560,134733905,+,N,N,N,N,-3567,CpG_Start,CpG: 99,chr4,134707991,134709017,57.3,1.18,25.5,30.06,30.52,36.35,37.91,26.17,31.085,18.74,18.2,18.11,22.02,17.41,21.51,19.33166667,-11.75333333,0.000368265,3.433839544,0
SmaI_mm9_41840,chr4,134704734,28174,0,NM_019732,Runx3,134676560,134733905,+,-29171,NM_019732,Runx3,134676560,134733905,+,N,N,N,N,-3257,CpG_Start,CpG: 99,chr4,134707991,134709017,57.3,1.18,22.53,28.32,26.42,26.41,28.83,30.32,27.13833333,12.76,10.3,12.18,18.71,11.52,8.57,12.34,-14.79833333,8.97E-06,5.047222029,0
SmaI_mm9_41841,chr4,134706321,29761,0,NM_019732,Runx3,134676560,134733905,+,-27584,NM_019732,Runx3,134676560,134733905,+,N,N,N,N,-1670,CpG_Start,CpG: 99,chr4,134707991,134709017,57.3,1.18,7.56,8.18,8.65,13.75,7.87,12.4,9.735,5.93,6.04,7.48,8.87,6.21,3.51,6.34,-3.395,0.026329863,1.579551395,1
SmaI_mm9_41842,chr4,134706573,30013,0,NM_019732,Runx3,134676560,134733905,+,-27332,NM_019732,Runx3,134676560,134733905,+,N,N,N,N,-1418,CpG_Start,CpG: 99,chr4,134707991,134709017,57.3,1.18,0.33,0.51,0,0,0,0,0.14,0.45,0.49,0.29,0.41,0.28,0,0.32,0.18,0.154741765,0.810392455,1
SmaI_mm9_41844,chr4,134709118,32558,0,NM_019732,Runx3,134676560,134733905,+,-24787,NM_019732,Runx3,134676560,134733905,+,N,N,N,N,101,CpG_End,CpG: 99,chr4,134707991,134709017,57.3,1.18,0,1.13,NA,0,1.75,3.14,1.204,0.86,0.53,1.27,0.79,1.09,0.41,0.825,-0.379,0.509688616,0.292695066,1
SmaI_mm9_41845,chr4,134709339,32779,0,NM_019732,Runx3,134676560,134733905,+,-24566,NM_019732,Runx3,134676560,134733905,+,N,N,N,N,322,CpG_End,CpG: 99,chr4,134707991,134709017,57.3,1.18,2.58,1.72,0.62,2.7,2.82,1.08,1.92,0.97,0.67,0.77,1.36,0.63,0.31,0.785,-1.135,0.01868586,1.72848691,1
SmaI_mm9_41846,chr4,134709686,33126,0,NM_019732,Runx3,134676560,134733905,+,-24219,NM_019732,Runx3,134676560,134733905,+,N,N,N,N,669,CpG_End,CpG: 99,chr4,134707991,134709017,57.3,1.18,1.33,0,1.36,1.15,0.59,0.47,0.816666667,0.5,0.24,0,0.45,0,0,0.198333333,-0.618333334,0.029526931,1.529781695,1
SmaI_mm9_41847,chr4,134710244,33684,0,NM_019732,Runx3,134676560,134733905,+,-23661,NM_019732,Runx3,134676560,134733905,+,N,N,N,N,1227,CpG_End,CpG: 99,chr4,134707991,134709017,57.3,1.18,0.68,0,0.81,1.71,0.33,0.37,0.65,0,0.26,0.26,0,0.31,0,0.138333333,-0.511666667,0.067568788,1.170253871,1
SmaI_mm9_41898,chr4,134989704,16,1,NM_022980,Rcan3,134989720,134968224,-,15112,NM_028995,Nipal3,135050419,135004816,-,Y,N,N,N,221,CpG_Start,CpG: 77,chr4,134989483,134990255,69,0.84,0,0.24,0,0,0.23,0,0.078333333,0,0.35,0,0,0.18,0,0.088333333,0.01,0.90032363,0.045601351,0
SmaI_mm9_41899,chr4,134990131,-411,1,NM_022980,Rcan3,134989720,134968224,-,14685,NM_028995,Nipal3,135050419,135004816,-,Y,N,N,N,-124,CpG_End,CpG: 77,chr4,134989483,134990255,69,0.84,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.05,0.05,0.340893132,0.467381748,0
SmaI_mm9_41910,chr4,135049978,441,1,NM_028995,Nipal3,135050419,135004816,-,-43740,NM_030189,4930555I21Rik,135051902,135093718,+,N,N,N,N,-549,CpG_Start,CpG: 45,chr4,135050527,135051114,63.9,0.76,0,0,0,0,0,0,0,0.1,0,0,0.14,0.25,0,0.081666667,0.081666667,0.07843624,1.105483232,1
SmaI_mm9_41911,chr4,135050347,72,1,NM_028995,Nipal3,135050419,135004816,-,-43371,NM_030189,4930555I21Rik,135051902,135093718,+,N,N,N,N,-180,CpG_Start,CpG: 45,chr4,135050527,135051114,63.9,0.76,0,0.14,0.18,0.2,0,0.29,0.135,0,0,0,0,0.12,0,0.02,-0.115,0.048625708,1.313134059,1
SmaI_mm9_41923,chr4,135090194,38292,0,NM_030189,4930555I21Rik,135051902,135093718,+,-3524,NM_030189,4930555I21Rik,135051902,135093718,+,N,RSINE1,SINE,B4,-35938,CpG_Start,CpG: 20,chr4,135126132,135126364,57.5,1.18,97.09,97.16,97.25,97.17,94.61,96.2,96.58,97.89,98.17,97.61,98.45,98.28,99.33,98.28833333,1.70833333,0.005763521,2.239312148,0
SmaI_mm9_41924,chr4,135090408,38506,0,NM_030189,4930555I21Rik,135051902,135093718,+,-3310,NM_030189,4930555I21Rik,135051902,135093718,+,N,B4A,SINE,B4,-35724,CpG_Start,CpG: 20,chr4,135126132,135126364,57.5,1.18,97.25,97.19,97.27,96.68,96.59,96.99,96.995,96.97,97.34,98.29,98.61,98.26,99.1,98.095,1.1,0.010030608,1.998672741,0
SmaI_mm9_41931,chr4,135123191,6344,0,NM_001013756,Grhl3,135129535,135097803,-,-25388,NM_001013756,Grhl3,135129535,135097803,-,N,N,N,N,-2941,CpG_Start,CpG: 20,chr4,135126132,135126364,57.5,1.18,25.56,15.99,22.17,17.7,15.88,15.52,18.80333333,27.81,29.92,26.01,21.95,31.09,35.93,28.785,9.98166667,0.003054984,2.514991062,0
SmaI_mm9_41932,chr4,135123515,6020,0,NM_001013756,Grhl3,135129535,135097803,-,-25712,NM_001013756,Grhl3,135129535,135097803,-,N,N,N,N,-2617,CpG_Start,CpG: 20,chr4,135126132,135126364,57.5,1.18,19.25,21.42,23.34,32.64,15.29,20.53,22.07833333,17.22,18.35,19.95,18.4,17.8,15.92,17.94,-4.13833333,0.121178309,0.916575111,0
SmaI_mm9_41934,chr4,135129065,470,1,NM_001013756,Grhl3,135129535,135097803,-,-31262,NM_001013756,Grhl3,135129535,135097803,-,N,N,N,N,-148,CpG_Start,CpG: 22,chr4,135129213,135129516,60.5,0.79,0.17,0.18,0,0.52,0.52,0.15,0.256666667,0.74,0,0,0,0.29,0,0.171666667,-0.085,0.585942188,0.232145231,1
SmaI_mm9_41935,chr4,135129444,91,1,NM_001013756,Grhl3,135129535,135097803,-,-31641,NM_001013756,Grhl3,135129535,135097803,-,Y,N,N,N,-72,CpG_End,CpG: 22,chr4,135129213,135129516,60.5,0.79,0.16,0.18,0,0.17,0.33,0.15,0.165,0.24,0,0,0,0,0,0.04,-0.125,0.058642776,1.231785476,0
SmaI_mm9_41998,chr4,135576934,630,0,NM_013736,Tceb3,135577564,135559285,-,-17649,NM_013736,Tceb3,135577564,135559285,-,N,N,N,N,-127,CpG_Start,CpG: 87,chr4,135577061,135577880,66.8,0.97,0,0,0,0,0,0,0,0.16,0,0.11,0,0.08,0,0.058333333,0.058333333,0.064615261,1.189664895,1
SmaI_mm9_41999,chr4,135577257,307,1,NM_013736,Tceb3,135577564,135559285,-,-17972,NM_013736,Tceb3,135577564,135559285,-,Y,N,N,N,196,CpG_Start,CpG: 87,chr4,135577061,135577880,66.8,0.97,0.19,0,0.23,0,0,0,0.07,0,0.16,0.11,0,0,0,0.045,-0.025,0.648951746,0.187787595,0
SmaI_mm9_42014,chr4,135691036,-8701,0,NM_008321,Id3,135699737,135701307,+,-10271,NM_008321,Id3,135699737,135701307,+,Y,N,N,N,1,CpG_Start,CpG: 31,chr4,135691035,135691391,68.6,0.74,0,0.16,0.23,0,0,0.16,0.091666667,0.17,0,0.37,0.13,0.19,0,0.143333333,0.051666666,0.480625872,0.318192855,0
SmaI_mm9_42015,chr4,135691353,-8384,0,NM_008321,Id3,135699737,135701307,+,-9954,NM_008321,Id3,135699737,135701307,+,Y,N,N,N,-38,CpG_End,CpG: 31,chr4,135691035,135691391,68.6,0.74,0.36,1.12,0.23,0.51,0.23,0.66,0.518333333,1.05,0.62,1,0.76,0.76,0.34,0.755,0.236666667,0.204282909,0.689767967,0
